GateI(1),GateV(1),DrainI(1),DrainV(1),GateI(2),GateV(2),DrainI(2),DrainV(2),GateI(3),GateV(3),DrainI(3),DrainV(3)
97.9809E-12,-11.2000E+0,217.2254E-12,30.0000E-3,-71.0842E-12,-11.2000E+0,345.3136E-12,50.0000E-3,4.6165E-12,-11.2000E+0,487.4535E-12,70.0000E-3
106.8128E-12,-11.1600E+0,209.5319E-12,30.0000E-3,-19.3554E-12,-11.1600E+0,322.8745E-12,50.0000E-3,62.2333E-12,-11.1600E+0,459.6500E-12,70.0000E-3
177.0464E-12,-11.1200E+0,202.7087E-12,30.0000E-3,29.8501E-12,-11.1200E+0,304.1562E-12,50.0000E-3,97.1398E-12,-11.1200E+0,434.9184E-12,70.0000E-3
175.3639E-12,-11.0800E+0,196.4398E-12,30.0000E-3,16.8130E-12,-11.0800E+0,288.0327E-12,50.0000E-3,2.9343E-12,-11.0800E+0,412.5578E-12,70.0000E-3
136.2521E-12,-11.0400E+0,191.0337E-12,30.0000E-3,7.5603E-12,-11.0400E+0,274.0537E-12,50.0000E-3,44.5696E-12,-11.0400E+0,356.6493E-12,70.0000E-3
114.3827E-12,-11.0000E+0,186.0787E-12,30.0000E-3,-21.0376E-12,-11.0000E+0,262.4188E-12,50.0000E-3,30.2706E-12,-11.0000E+0,337.3933E-12,70.0000E-3
190.5043E-12,-10.9600E+0,181.6323E-12,30.0000E-3,-16.8320E-12,-10.9600E+0,251.8828E-12,50.0000E-3,72.7473E-12,-10.9600E+0,321.1101E-12,70.0000E-3
139.6163E-12,-10.9200E+0,177.6939E-12,30.0000E-3,43.3082E-12,-10.9200E+0,242.8313E-12,50.0000E-3,13.8689E-12,-10.9200E+0,306.8199E-12,70.0000E-3
167.7940E-12,-10.8800E+0,174.3301E-12,30.0000E-3,58.0278E-12,-10.8800E+0,234.6500E-12,50.0000E-3,-24.8225E-12,-10.8800E+0,294.3340E-12,70.0000E-3
44.5696E-12,-10.8400E+0,171.3880E-12,30.0000E-3,50.4576E-12,-10.8400E+0,227.2938E-12,50.0000E-3,76.1117E-12,-10.8400E+0,283.3027E-12,70.0000E-3
248.1209E-12,-10.8000E+0,168.7362E-12,30.0000E-3,13.8689E-12,-10.8000E+0,220.9130E-12,50.0000E-3,51.2987E-12,-10.8000E+0,273.6142E-12,70.0000E-3
-1.2714E-12,-10.7600E+0,166.5669E-12,30.0000E-3,38.2613E-12,-10.7600E+0,215.0042E-12,50.0000E-3,50.0370E-12,-10.7600E+0,264.9254E-12,70.0000E-3
55.0839E-12,-10.7200E+0,164.8726E-12,30.0000E-3,79.8967E-12,-10.7200E+0,209.7720E-12,50.0000E-3,93.7754E-12,-10.7200E+0,256.7119E-12,70.0000E-3
55.0839E-12,-10.6800E+0,163.4051E-12,30.0000E-3,146.7659E-12,-10.6800E+0,205.1682E-12,50.0000E-3,38.2613E-12,-10.6800E+0,249.3898E-12,70.0000E-3
120.2707E-12,-10.6400E+0,162.0828E-12,30.0000E-3,122.7940E-12,-10.6400E+0,201.1456E-12,50.0000E-3,81.1584E-12,-10.6400E+0,242.8430E-12,70.0000E-3
92.9341E-12,-10.6000E+0,161.3180E-12,30.0000E-3,141.2985E-12,-10.6000E+0,197.5352E-12,50.0000E-3,55.5042E-12,-10.6000E+0,237.0183E-12,70.0000E-3
103.8689E-12,-10.5600E+0,160.2720E-12,30.0000E-3,154.3361E-12,-10.5600E+0,193.9788E-12,50.0000E-3,74.0090E-12,-10.5600E+0,231.3082E-12,70.0000E-3
23.9623E-12,-10.5200E+0,159.6645E-12,30.0000E-3,129.1025E-12,-10.5200E+0,190.7274E-12,50.0000E-3,118.1679E-12,-10.5200E+0,226.0404E-12,70.0000E-3
92.5137E-12,-10.4800E+0,158.9074E-12,30.0000E-3,127.8408E-12,-10.4800E+0,187.7939E-12,50.0000E-3,48.3548E-12,-10.4800E+0,221.2197E-12,70.0000E-3
89.1493E-12,-10.4400E+0,158.2452E-12,30.0000E-3,143.8221E-12,-10.4400E+0,185.3174E-12,50.0000E-3,117.3268E-12,-10.4400E+0,216.8752E-12,70.0000E-3
146.3454E-12,-10.4000E+0,157.5048E-12,30.0000E-3,191.7659E-12,-10.4000E+0,183.0066E-12,50.0000E-3,108.4950E-12,-10.4000E+0,213.1476E-12,70.0000E-3
131.2053E-12,-10.3600E+0,157.2281E-12,30.0000E-3,142.1399E-12,-10.3600E+0,180.5861E-12,50.0000E-3,103.0276E-12,-10.3600E+0,209.4012E-12,70.0000E-3
256.9527E-12,-10.3200E+0,156.4849E-12,30.0000E-3,204.3827E-12,-10.3200E+0,178.5918E-12,50.0000E-3,89.5699E-12,-10.3200E+0,205.9308E-12,70.0000E-3
118.1679E-12,-10.2800E+0,155.8798E-12,30.0000E-3,144.6632E-12,-10.2800E+0,176.7253E-12,50.0000E-3,96.2987E-12,-10.2800E+0,202.7358E-12,70.0000E-3
133.3080E-12,-10.2400E+0,155.2758E-12,30.0000E-3,114.3827E-12,-10.2400E+0,175.0141E-12,50.0000E-3,145.5043E-12,-10.2400E+0,199.6243E-12,70.0000E-3
100.0837E-12,-10.2000E+0,154.3238E-12,30.0000E-3,172.8406E-12,-10.2000E+0,173.3801E-12,50.0000E-3,82.8408E-12,-10.2000E+0,196.6928E-12,70.0000E-3
7.5603E-12,-10.1600E+0,153.4336E-12,30.0000E-3,161.4855E-12,-10.1600E+0,171.8864E-12,50.0000E-3,181.2519E-12,-10.1600E+0,194.0552E-12,70.0000E-3
174.1023E-12,-10.1200E+0,152.4002E-12,30.0000E-3,203.5416E-12,-10.1200E+0,170.6736E-12,50.0000E-3,97.1398E-12,-10.1200E+0,191.3720E-12,70.0000E-3
108.4950E-12,-10.0800E+0,151.6048E-12,30.0000E-3,138.3547E-12,-10.0800E+0,169.4516E-12,50.0000E-3,82.4202E-12,-10.0800E+0,189.0127E-12,70.0000E-3
126.5792E-12,-10.0400E+0,150.6755E-12,30.0000E-3,167.3734E-12,-10.0400E+0,168.2414E-12,50.0000E-3,73.1679E-12,-10.0400E+0,186.7256E-12,70.0000E-3
140.8782E-12,-10.0000E+0,149.5933E-12,30.0000E-3,140.4576E-12,-10.0000E+0,167.3673E-12,50.0000E-3,149.7098E-12,-10.0000E+0,184.5857E-12,70.0000E-3
144.2426E-12,-9.9600E+0,148.5517E-12,30.0000E-3,209.4294E-12,-9.9600E+0,166.3130E-12,50.0000E-3,84.9436E-12,-9.9600E+0,182.5809E-12,70.0000E-3
124.4762E-12,-9.9200E+0,147.4287E-12,30.0000E-3,161.0649E-12,-9.9200E+0,165.1972E-12,50.0000E-3,174.5231E-12,-9.9200E+0,180.6662E-12,70.0000E-3
31.5323E-12,-9.8800E+0,146.0261E-12,30.0000E-3,119.8501E-12,-9.8800E+0,164.3379E-12,50.0000E-3,103.8689E-12,-9.8800E+0,178.8799E-12,70.0000E-3
66.4390E-12,-9.8400E+0,145.0279E-12,30.0000E-3,207.7474E-12,-9.8400E+0,163.5775E-12,50.0000E-3,114.8035E-12,-9.8400E+0,176.9138E-12,70.0000E-3
102.1867E-12,-9.8000E+0,143.6595E-12,30.0000E-3,194.7098E-12,-9.8000E+0,162.7282E-12,50.0000E-3,99.6631E-12,-9.8000E+0,175.0751E-12,70.0000E-3
174.1023E-12,-9.7600E+0,142.3781E-12,30.0000E-3,206.4855E-12,-9.7600E+0,162.0281E-12,50.0000E-3,173.2614E-12,-9.7600E+0,173.7039E-12,70.0000E-3
132.8875E-12,-9.7200E+0,141.2831E-12,30.0000E-3,230.0369E-12,-9.7200E+0,161.3062E-12,50.0000E-3,85.3641E-12,-9.7200E+0,172.0014E-12,70.0000E-3
120.6912E-12,-9.6800E+0,139.7166E-12,30.0000E-3,169.4762E-12,-9.6800E+0,160.6548E-12,50.0000E-3,101.3454E-12,-9.6800E+0,170.4288E-12,70.0000E-3
96.7193E-12,-9.6400E+0,138.3856E-12,30.0000E-3,208.1677E-12,-9.6400E+0,160.0091E-12,50.0000E-3,97.5604E-12,-9.6400E+0,169.0036E-12,70.0000E-3
163.5885E-12,-9.6000E+0,136.9936E-12,30.0000E-3,218.2612E-12,-9.6000E+0,159.5773E-12,50.0000E-3,96.7193E-12,-9.6000E+0,167.5849E-12,70.0000E-3
97.9809E-12,-9.5600E+0,135.8107E-12,30.0000E-3,197.2331E-12,-9.5600E+0,159.1243E-12,50.0000E-3,105.5509E-12,-9.5600E+0,166.1881E-12,70.0000E-3
193.8687E-12,-9.5200E+0,134.5780E-12,30.0000E-3,124.4762E-12,-9.5200E+0,158.6962E-12,50.0000E-3,92.0932E-12,-9.5200E+0,164.9977E-12,70.0000E-3
184.6163E-12,-9.4800E+0,133.4375E-12,30.0000E-3,179.1491E-12,-9.4800E+0,158.4415E-12,50.0000E-3,153.9153E-12,-9.4800E+0,163.6580E-12,70.0000E-3
240.9715E-12,-9.4400E+0,132.1404E-12,30.0000E-3,222.8875E-12,-9.4400E+0,157.8132E-12,50.0000E-3,170.7379E-12,-9.4400E+0,162.3545E-12,70.0000E-3
247.7005E-12,-9.4000E+0,130.9167E-12,30.0000E-3,166.9529E-12,-9.4000E+0,157.3560E-12,50.0000E-3,191.3454E-12,-9.4000E+0,161.2163E-12,70.0000E-3
227.9341E-12,-9.3600E+0,129.7858E-12,30.0000E-3,172.4201E-12,-9.3600E+0,156.7940E-12,50.0000E-3,115.2241E-12,-9.3600E+0,159.8667E-12,70.0000E-3
199.3361E-12,-9.3200E+0,128.7119E-12,30.0000E-3,182.9341E-12,-9.3200E+0,156.5172E-12,50.0000E-3,126.1586E-12,-9.3200E+0,158.5925E-12,70.0000E-3
133.7286E-12,-9.2800E+0,127.5487E-12,30.0000E-3,199.7564E-12,-9.2800E+0,156.1381E-12,50.0000E-3,113.9622E-12,-9.2800E+0,157.4928E-12,70.0000E-3
124.0557E-12,-9.2400E+0,126.4022E-12,30.0000E-3,196.8126E-12,-9.2400E+0,155.6522E-12,50.0000E-3,166.5323E-12,-9.2400E+0,156.2132E-12,70.0000E-3
120.6912E-12,-9.2000E+0,125.3233E-12,30.0000E-3,206.9060E-12,-9.2000E+0,155.4709E-12,50.0000E-3,226.6725E-12,-9.2000E+0,155.2080E-12,70.0000E-3
90.4110E-12,-9.1600E+0,124.3959E-12,30.0000E-3,177.8875E-12,-9.1600E+0,155.0406E-12,50.0000E-3,152.2333E-12,-9.1600E+0,154.2318E-12,70.0000E-3
159.8033E-12,-9.1200E+0,123.2026E-12,30.0000E-3,204.3827E-12,-9.1200E+0,154.7119E-12,50.0000E-3,151.3920E-12,-9.1200E+0,153.0898E-12,70.0000E-3
104.2892E-12,-9.0800E+0,122.1634E-12,30.0000E-3,230.8780E-12,-9.0800E+0,154.4189E-12,50.0000E-3,129.1025E-12,-9.0800E+0,151.8667E-12,70.0000E-3
182.0932E-12,-9.0400E+0,121.1906E-12,30.0000E-3,75.2709E-12,-9.0400E+0,153.9821E-12,50.0000E-3,195.5509E-12,-9.0400E+0,150.7838E-12,70.0000E-3
125.3173E-12,-9.0000E+0,120.4378E-12,30.0000E-3,168.6351E-12,-9.0000E+0,153.5443E-12,50.0000E-3,191.3454E-12,-9.0000E+0,149.7711E-12,70.0000E-3
234.6632E-12,-8.9600E+0,119.3727E-12,30.0000E-3,192.6070E-12,-8.9600E+0,153.0622E-12,50.0000E-3,126.9995E-12,-8.9600E+0,148.5837E-12,70.0000E-3
173.6817E-12,-8.9200E+0,118.4886E-12,30.0000E-3,240.1304E-12,-8.9200E+0,152.5297E-12,50.0000E-3,242.6537E-12,-8.9200E+0,147.4918E-12,70.0000E-3
164.0088E-12,-8.8800E+0,117.4376E-12,30.0000E-3,271.6725E-12,-8.8800E+0,152.0406E-12,50.0000E-3,159.3827E-12,-8.8800E+0,146.3481E-12,70.0000E-3
195.1304E-12,-8.8400E+0,116.5189E-12,30.0000E-3,161.0649E-12,-8.8400E+0,151.4927E-12,50.0000E-3,192.6070E-12,-8.8400E+0,145.4757E-12,70.0000E-3
206.0649E-12,-8.8000E+0,115.5734E-12,30.0000E-3,220.7845E-12,-8.8000E+0,151.1936E-12,50.0000E-3,201.0181E-12,-8.8000E+0,144.5083E-12,70.0000E-3
221.6258E-12,-8.7600E+0,114.5320E-12,30.0000E-3,229.6163E-12,-8.7600E+0,150.8431E-12,50.0000E-3,192.6070E-12,-8.7600E+0,143.5311E-12,70.0000E-3
137.9343E-12,-8.7200E+0,113.6403E-12,30.0000E-3,183.3549E-12,-8.7200E+0,150.3593E-12,50.0000E-3,203.1211E-12,-8.7200E+0,142.6554E-12,70.0000E-3
245.1770E-12,-8.6800E+0,112.6403E-12,30.0000E-3,161.0649E-12,-8.6800E+0,149.9160E-12,50.0000E-3,166.1118E-12,-8.6800E+0,141.8649E-12,70.0000E-3
212.7940E-12,-8.6400E+0,111.4299E-12,30.0000E-3,200.1772E-12,-8.6400E+0,149.3775E-12,50.0000E-3,162.7471E-12,-8.6400E+0,140.9929E-12,70.0000E-3
193.4481E-12,-8.6000E+0,110.4383E-12,30.0000E-3,176.6256E-12,-8.6000E+0,148.7239E-12,50.0000E-3,176.2053E-12,-8.6000E+0,140.0676E-12,70.0000E-3
227.9341E-12,-8.5600E+0,109.5691E-12,30.0000E-3,91.6724E-12,-8.5600E+0,148.3579E-12,50.0000E-3,163.1679E-12,-8.5600E+0,139.0571E-12,70.0000E-3
226.6725E-12,-8.5200E+0,108.5736E-12,30.0000E-3,182.9341E-12,-8.5200E+0,147.7800E-12,50.0000E-3,178.7286E-12,-8.5200E+0,138.1179E-12,70.0000E-3
160.6446E-12,-8.4800E+0,107.4855E-12,30.0000E-3,104.7100E-12,-8.4800E+0,147.1104E-12,50.0000E-3,264.1023E-12,-8.4800E+0,137.3087E-12,70.0000E-3
199.3361E-12,-8.4400E+0,106.2999E-12,30.0000E-3,151.3920E-12,-8.4400E+0,146.4578E-12,50.0000E-3,172.8406E-12,-8.4400E+0,136.2630E-12,70.0000E-3
203.9622E-12,-8.4000E+0,105.0697E-12,30.0000E-3,151.8128E-12,-8.4000E+0,145.7811E-12,50.0000E-3,308.2612E-12,-8.4000E+0,135.4235E-12,70.0000E-3
122.3734E-12,-8.3600E+0,104.1478E-12,30.0000E-3,197.2331E-12,-8.3600E+0,145.0791E-12,50.0000E-3,286.8126E-12,-8.3600E+0,134.5894E-12,70.0000E-3
169.8968E-12,-8.3200E+0,102.9085E-12,30.0000E-3,219.9434E-12,-8.3200E+0,144.6448E-12,50.0000E-3,292.2798E-12,-8.3200E+0,133.8291E-12,70.0000E-3
186.2988E-12,-8.2800E+0,101.9727E-12,30.0000E-3,233.8219E-12,-8.2800E+0,143.7226E-12,50.0000E-3,229.1958E-12,-8.2800E+0,133.0727E-12,70.0000E-3
207.3266E-12,-8.2400E+0,100.9032E-12,30.0000E-3,279.6630E-12,-8.2400E+0,142.9529E-12,50.0000E-3,236.7657E-12,-8.2400E+0,132.1876E-12,70.0000E-3
190.5043E-12,-8.2000E+0,99.8855E-12,30.0000E-3,190.9246E-12,-8.2000E+0,142.2266E-12,50.0000E-3,224.9902E-12,-8.2000E+0,131.1554E-12,70.0000E-3
172.8406E-12,-8.1600E+0,98.8069E-12,30.0000E-3,164.8501E-12,-8.1600E+0,141.5544E-12,50.0000E-3,261.9995E-12,-8.1600E+0,130.4521E-12,70.0000E-3
203.5416E-12,-8.1200E+0,97.8763E-12,30.0000E-3,218.2612E-12,-8.1200E+0,140.8307E-12,50.0000E-3,243.0742E-12,-8.1200E+0,129.7027E-12,70.0000E-3
177.0464E-12,-8.0800E+0,96.8108E-12,30.0000E-3,229.1958E-12,-8.0800E+0,140.0782E-12,50.0000E-3,303.6349E-12,-8.0800E+0,128.9520E-12,70.0000E-3
192.1865E-12,-8.0400E+0,95.9163E-12,30.0000E-3,275.8780E-12,-8.0400E+0,139.4203E-12,50.0000E-3,264.1023E-12,-8.0400E+0,128.1025E-12,70.0000E-3
206.9060E-12,-8.0000E+0,95.0750E-12,30.0000E-3,255.6910E-12,-8.0000E+0,138.4467E-12,50.0000E-3,276.7191E-12,-8.0000E+0,127.2275E-12,70.0000E-3
234.2424E-12,-7.9600E+0,94.1635E-12,30.0000E-3,323.4011E-12,-7.9600E+0,137.6801E-12,50.0000E-3,178.3080E-12,-7.9600E+0,126.4422E-12,70.0000E-3
233.8219E-12,-7.9200E+0,93.4283E-12,30.0000E-3,246.8592E-12,-7.9200E+0,136.8434E-12,50.0000E-3,138.3547E-12,-7.9200E+0,125.7251E-12,70.0000E-3
194.7098E-12,-7.8800E+0,92.7208E-12,30.0000E-3,225.8314E-12,-7.8800E+0,136.1561E-12,50.0000E-3,207.7474E-12,-7.8800E+0,124.9990E-12,70.0000E-3
203.1211E-12,-7.8400E+0,91.9024E-12,30.0000E-3,240.9715E-12,-7.8400E+0,135.3425E-12,50.0000E-3,263.2612E-12,-7.8400E+0,124.3493E-12,70.0000E-3
217.4201E-12,-7.8000E+0,91.2185E-12,30.0000E-3,298.1677E-12,-7.8000E+0,134.2900E-12,50.0000E-3,230.0369E-12,-7.8000E+0,123.5679E-12,70.0000E-3
224.9902E-12,-7.7600E+0,90.8166E-12,30.0000E-3,292.2798E-12,-7.7600E+0,133.4486E-12,50.0000E-3,193.8687E-12,-7.7600E+0,122.8154E-12,70.0000E-3
293.1211E-12,-7.7200E+0,90.2423E-12,30.0000E-3,309.9434E-12,-7.7200E+0,132.6444E-12,50.0000E-3,157.7005E-12,-7.7200E+0,121.9986E-12,70.0000E-3
270.4108E-12,-7.6800E+0,89.7778E-12,30.0000E-3,300.6910E-12,-7.6800E+0,131.7381E-12,50.0000E-3,290.5975E-12,-7.6800E+0,121.4495E-12,70.0000E-3
261.5790E-12,-7.6400E+0,89.1719E-12,30.0000E-3,305.3171E-12,-7.6400E+0,130.8595E-12,50.0000E-3,270.4108E-12,-7.6400E+0,120.9941E-12,70.0000E-3
281.7659E-12,-7.6000E+0,88.7236E-12,30.0000E-3,254.8499E-12,-7.6000E+0,129.7513E-12,50.0000E-3,223.3080E-12,-7.6000E+0,120.3909E-12,70.0000E-3
258.6351E-12,-7.5600E+0,88.1072E-12,30.0000E-3,250.2238E-12,-7.5600E+0,128.9534E-12,50.0000E-3,232.5602E-12,-7.5600E+0,119.8535E-12,70.0000E-3
244.3359E-12,-7.5200E+0,87.6200E-12,30.0000E-3,279.6630E-12,-7.5200E+0,128.0029E-12,50.0000E-3,232.9810E-12,-7.5200E+0,119.0534E-12,70.0000E-3
265.3640E-12,-7.4800E+0,87.2620E-12,30.0000E-3,245.5975E-12,-7.4800E+0,126.8403E-12,50.0000E-3,182.5136E-12,-7.4800E+0,118.5143E-12,70.0000E-3
275.8780E-12,-7.4400E+0,86.6304E-12,30.0000E-3,191.3454E-12,-7.4400E+0,125.9149E-12,50.0000E-3,258.6351E-12,-7.4400E+0,117.9058E-12,70.0000E-3
243.0742E-12,-7.4000E+0,86.1382E-12,30.0000E-3,301.5321E-12,-7.4000E+0,124.8874E-12,50.0000E-3,237.6070E-12,-7.4000E+0,117.3577E-12,70.0000E-3
213.6351E-12,-7.3600E+0,85.5646E-12,30.0000E-3,263.6817E-12,-7.3600E+0,123.8647E-12,50.0000E-3,253.1677E-12,-7.3600E+0,116.9389E-12,70.0000E-3
259.8968E-12,-7.3200E+0,84.9810E-12,30.0000E-3,247.2800E-12,-7.3200E+0,122.9585E-12,50.0000E-3,204.8033E-12,-7.3200E+0,116.3788E-12,70.0000E-3
226.2519E-12,-7.2800E+0,84.5658E-12,30.0000E-3,261.5790E-12,-7.2800E+0,122.0794E-12,50.0000E-3,285.9715E-12,-7.2800E+0,115.9552E-12,70.0000E-3
252.7472E-12,-7.2400E+0,83.8700E-12,30.0000E-3,227.9341E-12,-7.2400E+0,120.9886E-12,50.0000E-3,259.8968E-12,-7.2400E+0,115.3198E-12,70.0000E-3
326.3452E-12,-7.2000E+0,83.3198E-12,30.0000E-3,223.3080E-12,-7.2000E+0,120.0861E-12,50.0000E-3,266.2051E-12,-7.2000E+0,114.8586E-12,70.0000E-3
268.7286E-12,-7.1600E+0,82.8050E-12,30.0000E-3,196.8126E-12,-7.1600E+0,119.0052E-12,50.0000E-3,198.4948E-12,-7.1600E+0,114.3457E-12,70.0000E-3
299.8499E-12,-7.1200E+0,82.3244E-12,30.0000E-3,214.4762E-12,-7.1200E+0,117.9802E-12,50.0000E-3,242.6537E-12,-7.1200E+0,113.9238E-12,70.0000E-3
268.7286E-12,-7.0800E+0,81.8052E-12,30.0000E-3,223.3080E-12,-7.0800E+0,117.0753E-12,50.0000E-3,274.6163E-12,-7.0800E+0,113.5795E-12,70.0000E-3
293.5414E-12,-7.0400E+0,81.4091E-12,30.0000E-3,231.7193E-12,-7.0400E+0,115.9978E-12,50.0000E-3,275.0369E-12,-7.0400E+0,113.1376E-12,70.0000E-3
299.0088E-12,-7.0000E+0,80.8071E-12,30.0000E-3,297.7469E-12,-7.0000E+0,115.0527E-12,50.0000E-3,221.2051E-12,-7.0000E+0,112.7270E-12,70.0000E-3
296.9061E-12,-6.9600E+0,80.3814E-12,30.0000E-3,275.8780E-12,-6.9600E+0,114.0573E-12,50.0000E-3,246.8592E-12,-6.9600E+0,112.3919E-12,70.0000E-3
286.8126E-12,-6.9200E+0,79.8295E-12,30.0000E-3,231.7193E-12,-6.9200E+0,112.9954E-12,50.0000E-3,303.2146E-12,-6.9200E+0,111.8914E-12,70.0000E-3
385.6442E-12,-6.8800E+0,79.2030E-12,30.0000E-3,242.6537E-12,-6.8800E+0,112.1288E-12,50.0000E-3,269.5695E-12,-6.8800E+0,111.6342E-12,70.0000E-3
334.3359E-12,-6.8400E+0,78.8980E-12,30.0000E-3,221.2051E-12,-6.8400E+0,111.0416E-12,50.0000E-3,295.6444E-12,-6.8400E+0,111.3206E-12,70.0000E-3
288.4948E-12,-6.8000E+0,78.4492E-12,30.0000E-3,274.1958E-12,-6.8000E+0,110.0819E-12,50.0000E-3,256.9527E-12,-6.8000E+0,111.0011E-12,70.0000E-3
373.8685E-12,-6.7600E+0,77.9204E-12,30.0000E-3,309.5229E-12,-6.7600E+0,108.9939E-12,50.0000E-3,348.6349E-12,-6.7600E+0,110.6435E-12,70.0000E-3
365.4574E-12,-6.7200E+0,77.4365E-12,30.0000E-3,263.6817E-12,-6.7200E+0,108.1107E-12,50.0000E-3,226.6725E-12,-6.7200E+0,110.3593E-12,70.0000E-3
325.5041E-12,-6.6800E+0,77.0849E-12,30.0000E-3,231.7193E-12,-6.6800E+0,107.3526E-12,50.0000E-3,249.8033E-12,-6.6800E+0,109.9791E-12,70.0000E-3
298.5883E-12,-6.6400E+0,76.4913E-12,30.0000E-3,201.8594E-12,-6.6400E+0,106.5043E-12,50.0000E-3,301.1116E-12,-6.6400E+0,109.7625E-12,70.0000E-3
312.4667E-12,-6.6000E+0,76.1227E-12,30.0000E-3,201.0181E-12,-6.6000E+0,105.6196E-12,50.0000E-3,279.6630E-12,-6.6000E+0,109.5157E-12,70.0000E-3
353.6815E-12,-6.5600E+0,75.6732E-12,30.0000E-3,200.5978E-12,-6.5600E+0,104.8761E-12,50.0000E-3,349.4760E-12,-6.5600E+0,109.3832E-12,70.0000E-3
264.1023E-12,-6.5200E+0,75.3422E-12,30.0000E-3,245.5975E-12,-6.5200E+0,104.1606E-12,50.0000E-3,251.0649E-12,-6.5200E+0,109.1550E-12,70.0000E-3
326.7657E-12,-6.4800E+0,74.9090E-12,30.0000E-3,209.4294E-12,-6.4800E+0,103.3911E-12,50.0000E-3,234.2424E-12,-6.4800E+0,109.0171E-12,70.0000E-3
